replication_id, platform_id, pos_x_km, pos_y_km, waypoint_x_km, waypoint_y_km, timestamp_minutes   , team, heading            , speed_kmh, status, target_platform_id, detection_made, detection_sensor_name, detection_distance_m
             0, Blue_1     ,     0.05,     0.35,          0.96,          0.64,  0.0                , Blue,  17.441410765013764,      18.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.5 ,     0.77,          0.29,          0.67,  0.0                , Red , 204.74257367741095 ,      36.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.29,     0.66,          0.27,          0.64,  0.4                , Red , 237.31649561306847 ,      36.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.28,     0.62,          1.0 ,          0.28,  0.48333333333333334, Red , 334.4459373759337  ,      36.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.99,     0.28,          0.13,          0.44,  1.8333333333333333 , Red , 169.69380727114    ,      36.0, active,                   , False         ,                      , 
             0, Blue_1     ,     0.95,     0.63,          0.49,          0.38,  3.183333333333333  , Blue, 208.99997546131308 ,      18.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.13,     0.45,          0.17,          0.78,  3.316666666666667  , Red ,  81.58516621440205 ,      36.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.18,     0.77,          0.4 ,          0.12,  3.9                , Red , 288.5371537900955  ,      36.0, active,                   , False         ,                      , 
             0, Blue_1     ,     0.49,     0.38,          0.57,          0.71,  4.95               , Blue,  77.12873138430778 ,      18.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.41,     0.11,          0.49,          0.12,  5.083333333333333  , Red ,   8.556062590363569,      36.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.49,     0.13,          0.23,          0.66,  5.233333333333333  , Red , 115.95783034832692 ,      36.0, active,                   , False         ,                      , 
             0, Blue_1     ,     0.56,     0.72,          0.26,          1.0 ,  6.1                , Blue, 137.40488787063265 ,      18.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.24,     0.67,          0.66,          0.87,  6.233333333333333  , Red ,  25.400972150225925,      36.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.68,     0.87,          0.88,          0.55,  7.05               , Red , 303.5798482747269  ,      36.0, active,                   , False         ,                      , 
             0, Blue_1     ,     0.26,     1.0 ,          0.88,          0.94,  7.516666666666667  , Blue, 354.00599177732585 ,      18.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.88,     0.55,          0.6 ,          0.74,  7.7                , Red , 146.16637885014146 ,      36.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.6 ,     0.73,          0.3 ,          0.06,  8.266666666666667  , Red , 245.7704418978364  ,      36.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.29,     0.06,          0.27,          0.03,  9.5                , Red , 230.66494378221677 ,      36.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.27,     0.04,          0.3 ,          0.93,  9.566666666666666  , Red ,  88.43513543703644 ,      36.0, active,                   , False         ,                      , 
             0, Blue_1     ,     0.88,     0.93,          0.72,          0.52,  9.616666666666667  , Blue, 248.246775241715   ,      18.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.29,     0.93,          0.04,          0.65, 11.066666666666666  , Red , 227.568460967199   ,      36.0, active,                   , False         ,                      , 
             0, Blue_1     ,     0.71,     0.51,          0.36,          0.07, 11.116666666666667  , Blue, 231.95599199601912 ,      18.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.05,     0.64,          0.3 ,          0.61, 11.716666666666667  , Red , 351.79696086696606 ,      36.0, active,                   , False         ,                      , 
             0, Red_1      ,     0.32,     0.6 ,          0.66,          0.21, 12.183333333333334  , Red , 311.036334951694   ,      36.0, active,                   , False         ,                      , 
