replication_id,platform_id,pos_x_km,pos_y_km,waypoint_x_km,waypoint_y_km,timestamp_minutes,team,heading,speed_kmh,status,target_platform_id,detection_made,detection_sensor_name,detection_distance_m
0,Blue_1,0.06,0.35,0.41,0.48,0.0,Blue,19.508203429346352,18.0,active,,False,,
0,Red_1,0.66,0.31,0.01,0.54,0.0,Red,160.9037333617117,36.0,active,,False,,
0,Red_1,3991.71,-1383.73,0.78,0.04,1.15,Red,340.87705755900146,36.0,active,,False,,
0,Blue_1,-529.76,-188.07,0.33,0.3,1.2666666666666666,Blue,199.5630504748223,18.0,active,,False,,
0,Blue_1,-612782.1,-217756.52,0.33,0.3,16.666666666666668,Blue,199.5630504748223,18.0,active,,False,,
0,Red_1,4132383.38,-1432819.1,0.78,0.04,16.666666666666668,Red,340.87705755900146,36.0,active,,False,,
1,Blue_1,0.57,0.92,0.57,0.87,0.0,Blue,274.9948831362107,18.0,active,,False,,
1,Red_1,0.44,0.43,0.47,0.31,0.0,Red,287.26366544572295,36.0,active,,False,,
1,Blue_1,-0.26,7.5,0.59,0.12,0.18333333333333332,Blue,96.56551817830255,18.0,active,,False,,
1,Red_1,-29.13,108.61,0.94,0.12,0.2,Red,105.49144160670835,36.0,active,,False,,
1,Blue_1,1576.7,-13709.34,0.18,0.61,6.383333333333334,Blue,276.5596892975286,18.0,active,,False,,
1,Blue_1,1217468.83,-10587508.95,0.18,0.61,16.666666666666668,Blue,276.5596892975286,18.0,active,,False,,
1,Red_1,-33038.14,119204.33,0.94,0.12,16.666666666666668,Red,105.49144160670835,36.0,active,,False,,
2,Blue_1,0.64,0.76,0.76,0.37,0.0,Blue,286.51982571019715,18.0,active,,False,,
2,Red_1,0.7,0.45,0.94,0.83,0.0,Red,57.32844671323282,36.0,active,,False,,
2,Red_1,-948.04,-1478.67,0.78,0.62,0.75,Red,237.32359357421456,36.0,active,,False,,
2,Blue_1,-186.65,631.07,0.72,0.25,1.3666666666666667,Blue,106.54283340846838,18.0,active,,False,,
2,Blue_1,-215194.73,724498.56,0.72,0.25,16.666666666666668,Blue,106.54283340846838,18.0,active,,False,,
2,Red_1,-1007758.05,-1571167.85,0.78,0.62,16.666666666666668,Red,237.32359357421456,36.0,active,,False,,
